39,499450410775275	17,55703580318673	O1VI
13,918290572896279	39,545636150032834	O6III
38,87198724637337	16,835823452406636	O4III
15,699497435890324	39,52108289763326	A8IV
14,15703778479559	41,789911067175055	B7II
16,423864314661213	41,452322090102946	K1I
16,241010979365853	41,950880920866254	O9IV
13,810784854457765	42,01520009572138	B4V
40,453790696914474	18,2538613773372	M4V
38,985540829073855	16,990553694304477	A5VII
15,151807988137904	38,787470514575396	K4VI
14,48968128266274	39,348681221480376	A2II
14,60205206907985	42,193620189812854	G1II
14,484831687763865	39,53777057906005	F8IV
38,68250094755152	20,383472410646633	K5VI
37,35910643644985	17,61813462116667	A4III
37,86897629544332	18,488544944922385	G8VI
15,120841146976423	39,639034014134914	O1IV
37,8080504414318	17,775365167030365	F1III
39,76504240984073	20,18735984402115	G9II
13,201676176669867	39,21207412215771	K7V
14,624825666457621	40,09274941895914	A2IV
38,39680099635172	20,51350451287431	B7I
15,855905481453687	38,692326292595006	K6VII
37,926763481063155	17,5473913449918	M4I
38,47515369976434	18,81251296932432	M6III
14,857976494391497	38,72349993271782	M4I
14,033311034467825	38,75788165535677	O4V
37,828612282101396	19,8728643855757	A9I
15,236211420127114	42,11941730349908	A8II
37,99024481186462	20,28078158599632	M1V
37,194895613577124	18,105764439371182	K9II
37,194863117381594	20,764337717451728	M5IV
14,370819252708008	40,8247329178424	M9IV
39,38288155895579	19,05434674080491	G1VI
37,361965026071495	19,299309383496375	K7III
39,65275043922283	17,724972542021323	A6VI
37,66563601610999	19,844562246233956	O5IV
38,93478484505223	20,315754026566378	G9VII
37,51638999845689	18,024599974184653	A7VII
39,22086245578124	20,666506348011595	M5VII
40,20662338178964	16,876942770738093	A2II
14,425814815511329	41,399255979852626	M9I
15,337982685163384	40,27462672853198	K7III
15,743605135019768	38,9642344247816	O3IV
13,838132348767585	39,919012945989316	O5I
14,457248392815508	41,56465562525438	K5III
37,380735631802665	17,165088511847273	G9II
14,957827865838874	38,93023377219956	O4III
38,970620418312336	18,851501568814687	B9IV
14,402914211965653	41,06586604007426	A3VI
37,62927390127906	19,994605340752116	B3II
38,21107524269952	19,50967755987853	M6II
13,133664267440562	41,79656994526087	M3I
38,38504033506502	19,72364912211672	A8V
16,004660647778422	40,27274993168297	F7IV
38,250777540460085	20,486909193906808	B6VII
39,50619647568929	19,732343478576475	G3VI
37,889287953501274	16,81465353975689	B9V
38,005123095497694	17,139926527082924	G1IV
38,53842978175676	18,05196281238726	G8V
13,838457206009947	39,11827481208566	G8VI
37,78511411105568	20,475821564056737	O3III
14,657266845632725	39,77248310471333	O1II
15,293366385965635	38,67460843599698	B6I
40,404889244225245	18,378565783991533	G3IV
38,3506046191254	20,730433046456625	M2VI
39,71889887072487	20,67754768543284	K4I
37,31995521275331	17,74075435789439	M1VI
37,18736074389323	19,669970978498966	M2IV
39,31404517225578	18,290447324250056	A5III
16,08709241003234	39,361457318058086	K6VI
40,435376216352715	17,449789089512244	G7VII
13,731965123887123	40,79733280366102	B8III
39,46946987886273	20,29935955659386	G9VI
15,861187061556663	39,13919059432015	F1II
13,370741240767854	39,559863124490946	A8III
39,74717176916302	17,753145239986754	O3II
37,35708362953945	16,958773428903374	M3VII
